riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs597821-A	3.00E-07	-	NR	-	0.196185 unit decrease	[0.12-0.27]	LINC02646	HDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	response to selective serotonin reuptake inhibitor,high density lipoprotein cholesterol measurement	bipolar disorder,schizophrenia	GCST012325	2172669:38:00	33824429	Fjukstad KK
rs148697385-T	5.00E-07	-	NR	-	0.86429 unit increase	[0.53-1.2]	CSMD2	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	568392:39:00	33824429	Fjukstad KK
rs12121280-T	2.00E-08	-	NR	-	0.841469 unit increase	[0.55-1.13]	APCS,OR10AE1P	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	2659745:51:00	33824429	Fjukstad KK
chr1:214011756-C	1.00E-07	-	NR	-	0.494979 unit increase	[0.31-0.68]	-	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	-	33824429	Fjukstad KK
rs34263784-G	3.00E-09	-	NR	-	1.18594 unit increase	[0.8-1.58]	MMADHC-DT	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	2494973:09:00	33824429	Fjukstad KK
chr2:150662104-A	1.00E-07	-	NR	-	0.807137 unit increase	[0.51-1.1]	-	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	-	33824429	Fjukstad KK
chr2:150853933-G	7.00E-08	-	NR	-	0.916463 unit increase	[0.59-1.25]	-	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	-	33824429	Fjukstad KK
chr3:2090801-G	2.00E-07	-	NR	-	0.430703 unit increase	[0.27-0.59]	-	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	-	33824429	Fjukstad KK
rs115000927-A	1.00E-08	-	NR	-	1.02638 unit increase	[0.68-1.38]	-	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	468273:22:00	33824429	Fjukstad KK
rs7716507-G	2.00E-09	-	NR	-	0.424746 unit increase	[0.29-0.56]	ADAMTS6	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	1087063:13:00	33824429	Fjukstad KK
rs7750294-T	1.00E-08	-	NR	-	0.795648 unit increase	[0.52-1.07]	MLIP-AS1,MLIP	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	900995:32:00	33824429	Fjukstad KK
rs6969759-G	8.00E-09	-	NR	-	0.728548 unit increase	[0.48-0.97]	-	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	1131599:55:00	33824429	Fjukstad KK
chr7:80557095-C	4.00E-08	-	NR	-	0.576886 unit increase	[0.37-0.78]	-	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	-	33824429	Fjukstad KK
rs72777665-A	5.00E-07	-	NR	-	0.727833 unit increase	[0.45-1.01]	USP6NL	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	192031:26:00	33824429	Fjukstad KK
rs17539426-A	8.00E-08	-	NR	-	0.867186 unit increase	[0.55-1.18]	USP6NL-AS1,ECHDC3	LDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012324	194493:33:00	33824429	Fjukstad KK
chr2:150554783-G	1.00E-07	-	NR	-	1.19482 unit increase	[0.75-1.64]	-	Total cholesterol levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	total cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012323	-	33824429	Fjukstad KK
rs7583903-A	3.00E-08	-	0.02	-	62.78 unit increase	[40.85-84.71]	GPC1	BMI x SSRI levels interaction in schizophrenia or bipolar disorder	response to selective serotonin reuptake inhibitor,body mass index	bipolar disorder,schizophrenia	GCST012331	4006574:20:00	33824429	Fjukstad KK
rs148756956-C	2.00E-08	-	0.02	-	32.04 unit increase	[20.99-43.09]	PTPRT	BMI x SSRI levels interaction in schizophrenia or bipolar disorder	response to selective serotonin reuptake inhibitor,body mass index	bipolar disorder,schizophrenia	GCST012331	718807:14:00	33824429	Fjukstad KK
rs17158930-G	3.00E-07	-	0.193	-	0.3082 unit decrease	[NR]	DOCK4	Pharmacokinetics of antidepressant drugs in severe mental disorder (concentration dose ratio)	concentration dose ratio,response to antidepressant	unipolar depression,schizophrenia,bipolar disorder	GCST002891	1864525:02:00	25944848	Athanasiu L
rs112534819-T	2.00E-06	-	0.02	-	0.37 unit increase	[0.21-0.53]	RN7SL383P,LINC02224	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	745215:40:00	30468137	Fabbri C
rs188509130-T	3.00E-06	-	0.01	-	0.34 unit increase	[0.2-0.48]	DPY19L1P1	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	544059:41:00	30468137	Fabbri C
rs10860592-T	3.00E-06	-	0.19	-	0.09 unit decrease	[0.051-0.129]	-	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	1309257:54:00	30468137	Fabbri C
rs72865845-C	4.00E-06	-	0.22	-	0.09 unit increase	[0.051-0.129]	EVPL	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	1267005:35:00	30468137	Fabbri C
rs144150047-T	5.00E-06	-	0.04	-	0.25 unit increase	[0.15-0.35]	-	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	X:125515825	30468137	Fabbri C
rs151126591-T	5.00E-06	-	0.01	-	0.35 unit increase	[0.19-0.51]	STK3	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	1641009:01:00	30468137	Fabbri C
rs7665833-A	1.00E-07	-	0.14	2.03	-	[1.78-2.28]	PGBD4P4,LINC02479	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007665	2174336:42:00	30468137	Fabbri C
rs7735612-C	6.00E-07	-	0.4	1.63	-	[1.43-1.83]	SLIT3	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007665	2818050:27:00	30468137	Fabbri C
rs2898168-?	2.00E-06	-	0.68	1.6666665	-	-	KRTAP13-3,KRTAP13-1	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007665	506859:04:00	30468137	Fabbri C
nsv831124-?	3.00E-06	-	0.54	1.4285715	-	-	-	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007665	-	30468137	Fabbri C
rs4863995-T	4.00E-06	-	0.22	1.67	-	[1.45-1.89]	GAPDHP56,PGBD4P4	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007665	2174952:47:00	30468137	Fabbri C
rs6852702-A	4.00E-06	-	0.09	2.07	-	[1.76-2.38]	GAPDHP56	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007665	2175264:32:00	30468137	Fabbri C
rs12006913-A	4.00E-06	-	0.12	2.13	-	[1.82-2.44]	PTCHD1	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007665	X:23358454	30468137	Fabbri C
nsv527355-A	5.00E-06	-	0.47	1.44	-	[1.28-1.6]	-	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007665	-	30468137	Fabbri C
rs242999-C	1.00E-06	-	0.39	1.85	-	[1.44-2.37]	LINC01643	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007667	568520:34:00	30468137	Fabbri C
rs73837957-A	2.00E-06	-	0.15	2.73	-	[1.81-4.11]	CCSER1	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007667	1528053:18:00	30468137	Fabbri C
rs9895559-A	2.00E-06	-	0.45	1.85	-	[1.43-2.38]	RPL23AP73,SLC13A5	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007667	112217:54:00	30468137	Fabbri C
rs80080484-?	4.00E-06	-	0.97	5.882353	-	[2.7-12.5]	LINC01910,LARP7P3	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007667	1173404:30:00	30468137	Fabbri C
rs12745534-?	5.00E-06	-	0.87	2.2222223	-	[1.59-3.12]	HIVEP3	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007667	698177:19:00	30468137	Fabbri C
rs12564480-?	9.00E-07	-	0.88	2.4390244	-	[1.72-3.57]	OPN3,WDR64	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007667	4027772:24:00	30468137	Fabbri C
rs1841915-?	1.00E-06	-	0.61	1.8518518	-	[1.45-2.33]	ZNF385D,ZNF385D-AS1	Treatment resistant depression	treatment resistant depression,response to antidepressant	-	GCST007667	359568:47:00	30468137	Fabbri C
rs952614-A	2.00E-06	-	0.31	-	0.08 unit increase	[0.041-0.119]	-	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	1826304:01:00	30468137	Fabbri C
rs12564480-C	4.00E-07	-	0.12	-	0.12 unit increase	[0.081-0.159]	OPN3,WDR64	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	4027772:24:00	30468137	Fabbri C
rs8086741-C	7.00E-07	-	0.01	-	0.37 unit decrease	[0.23-0.51]	LDLRAD4	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	222638:30:00	30468137	Fabbri C
rs79035215-T	7.00E-07	-	0.01	-	0.31 unit decrease	[0.19-0.43]	ZDHHC3	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	749247:06:00	30468137	Fabbri C
rs1991346-G	7.00E-07	-	0.42	-	0.08 unit decrease	[0.041-0.119]	SGCZ	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	238240:53:00	30468137	Fabbri C
rs1334063-T	9.00E-07	-	0.33	-	0.08 unit increase	[0.041-0.119]	RFX3-AS1	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	60878:15:00	30468137	Fabbri C
rs73837957-A	1.00E-06	-	0.15	-	0.12 unit decrease	[0.081-0.159]	CCSER1	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	1528053:18:00	30468137	Fabbri C
rs2075855-A	1.00E-06	-	0.08	-	0.14 unit increase	[0.081-0.199]	MUC5B	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	20473:10:00	30468137	Fabbri C
rs138362018-G	2.00E-06	-	0.01	-	0.31 unit decrease	[0.17-0.45]	TGM4	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	748478:34:00	30468137	Fabbri C
rs10514108-T	1.00E-06	-	0.1	-	0.13 unit decrease	[0.071-0.189]	ARSB	Depressive symptom improvement	depressive symptom measurement,response to antidepressant	-	GCST007666	1313497:04:00	30468137	Fabbri C
rs6916777-A	1.00E-06	-	NR	-	14.03 unit increase	[8.47-19.59]	RNF217-AS1	Response to antidepressants (symptom improvement)	depressive symptom measurement,response to antidepressant	unipolar depression	GCST011528	2082176:28:00	33589590	Marshe VS
rs12597726-A	9.00E-06	-	NR	-	14.25 unit decrease	[8.06-20.44]	PIEZO1	Response to antidepressants (symptom improvement)	depressive symptom measurement,response to antidepressant	unipolar depression	GCST011528	1479247:33:00	33589590	Marshe VS
rs6696969-C	4.00E-06	-	NR	-	15.19 unit decrease	[8.89-21.49]	-	Response to antidepressants (symptom improvement)	depressive symptom measurement,response to antidepressant	unipolar depression	GCST011528	1331246:36:00	33589590	Marshe VS
rs10204266-T	4.00E-06	-	NR	-	22.49 unit decrease	[13.12-31.86]	ADCY3,DNAJC27	Response to antidepressants (symptom improvement)	depressive symptom measurement,response to antidepressant	unipolar depression	GCST011528	415399:00:00	33589590	Marshe VS
rs74865692-T	2.00E-06	-	NR	-	23.67 unit decrease	[14.02-33.33]	ERBB4	Response to antidepressants (symptom improvement)	depressive symptom measurement,response to antidepressant	unipolar depression	GCST011528	3538290:24:00	33589590	Marshe VS
rs9905054-G	4.00E-06	-	NR	-	21.58 unit decrease	[12.58-30.58]	RNA5SP446,CACNG4	Response to antidepressants (symptom improvement)	depressive symptom measurement,response to antidepressant	unipolar depression	GCST011528	1115644:46:00	33589590	Marshe VS
rs77547060-C	2.00E-06	-	NR	-	25.59 unit decrease	[15.25-35.93]	SLC12A5	Response to antidepressants (symptom improvement)	depressive symptom measurement,response to antidepressant	unipolar depression	GCST011528	767241:46:00	33589590	Marshe VS
rs6916777-A	4.00E-06	-	NR	2.58	-	[1.73-3.85]	RNF217-AS1	Remission after antidepressant treatment in major depression	remission,response to antidepressant	unipolar depression	GCST011531	2082176:28:00	33589590	Marshe VS
rs2962466-G	2.00E-06	-	NR	0.37	-	[0.24-0.56]	-	Remission after antidepressant treatment in major depression	remission,response to antidepressant	unipolar depression	GCST011531	1046251:03:00	33589590	Marshe VS
rs12597726-A	1.00E-06	-	NR	0.33	-	[0.21-0.51]	PIEZO1	Remission after antidepressant treatment in major depression	remission,response to antidepressant	unipolar depression	GCST011531	1479247:33:00	33589590	Marshe VS
rs10793705-?	2.00E-06	-	NR	-	-	-	GJA5	Response to antidepressants (pain relief efficacy)	pain measurement,response to antidepressant	chronic pain	GCST012122	2462804:24:00	33685280	Nishizawa D
rs12521425-A	4.00E-07	-	0.715	-	1.12727 unit increase	[1.08-1.17]	PROP1,SUDS3P1	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	2966375:27:00	35712048	Pain O
rs113134823-?	8.00E-07	-	0.811	-	0.85138 unit increase	[0.79-0.92]	CEP20,RPL15P20	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	265131:48:00	35712048	Pain O
rs184869221-C	9.00E-07	-	0.977	-	2.65329 unit increase	[2.26-3.04]	ERVK13-1	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	44574:20:00	35712048	Pain O
rs75003974-G	9.00E-07	-	0.979	-	1.52653 unit increase	[1.36-1.7]	NCKAP1	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	3048640:31:00	35712048	Pain O
rs12649563-G	1.00E-06	-	0.861	-	1.15269 unit increase	[1.1-1.21]	CCSER1,KRT19P6	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	1527526:28:00	35712048	Pain O
rs17364300-C	2.00E-06	-	0.898	-	0.84434 unit increase	[0.77-0.91]	HIVEP3	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	694594:01:00	35712048	Pain O
rs4038474-?	2.00E-06	-	0.742	-	0.89485 unit increase	[0.85-0.94]	DHX8	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	724875:48:00	35712048	Pain O
rs113031044-G	3.00E-06	-	0.978	-	1.40102 unit increase	[1.26-1.54]	LINC01271,RN7SL636P	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	839637:41:00	35712048	Pain O
rs10219012-C	4.00E-06	-	0.796	-	1.11974 unit increase	[1.07-1.17]	WDFY4,ARHGAP22	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	811067:31:00	35712048	Pain O
rs74855424-A	4.00E-06	-	0.97	-	1.36261 unit increase	[1.23-1.49]	RNU6-952P,YAP1	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	1705073:08:00	35712048	Pain O
rs2080632-T	4.00E-06	-	0.661	-	1.10849 unit increase	[1.06-1.15]	WSCD1,NLRP1	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	98794:31:00	35712048	Pain O
rs11664277-A	5.00E-06	-	0.418	-	1.09735 unit increase	[1.06-1.14]	LIPG,SMUG1P1	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	827013:30:00	35712048	Pain O
rs34381219-?	5.00E-06	-	0.665	-	1.11405 unit increase	[1.07-1.16]	RABL3	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	2011428:18:00	35712048	Pain O
rs1426107-C	7.00E-06	-	0.91	-	0.84815 unit increase	[0.78-0.92]	LINC00504,LINC01085	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	238248:36:00	35712048	Pain O
rs116899837-C	7.00E-06	-	0.936	-	1.22691 unit increase	[1.14-1.32]	PRR13P7,RN7SKP231	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	1530379:36:00	35712048	Pain O
rs570948877-?	8.00E-06	-	0.89	-	0.86157 unit increase	[0.8-0.93]	UBE2D3P4,VENTXP2	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	1399034:04:00	35712048	Pain O
rs140712235-?	9.00E-06	-	0.808	-	0.87459 unit increase	[0.82-0.93]	ABCG2	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	1469120:55:00	35712048	Pain O
rs73001560-C	1.00E-05	-	0.881	-	0.86122 unit increase	[0.79-0.93]	HDAC4-AS1,NDUFA10	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244578	3991037:28:00	35712048	Pain O
rs182697269-T	3.00E-06	-	NR	-	0.194 unit decrease	-	OPTC,ATP2B4	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	3393565:36:00	36228427	Yuan J
rs79820597-C	5.00E-06	-	NR	-	0.184 unit decrease	-	EGLN1	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	3856399:51:00	36228427	Yuan J
rs745581-C	4.00E-06	-	NR	-	0.057 unit decrease	-	LINC01250,MYT1L	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	45490:54:00	36228427	Yuan J
rs115630863-A	3.00E-06	-	NR	-	0.201 unit decrease	-	GOLGB1	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	2027862:54:00	36228427	Yuan J
rs113728087-G	1.00E-06	-	NR	-	0.079 unit decrease	-	MAP3K13	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	3089627:12:00	36228427	Yuan J
rs74387086-T	9.00E-07	-	NR	-	0.174 unit decrease	-	CXCL13	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	1292793:22:00	36228427	Yuan J
rs10948514-T	9.00E-08	-	NR	-	0.082 unit decrease	-	CYP2AC1P,RHAG	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	826540:40:00	36228427	Yuan J
rs13246263-A	4.00E-06	-	NR	-	0.112 unit decrease	-	POU6F2	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	654754:51:00	36228427	Yuan J
rs943202-A	3.00E-06	-	NR	-	0.079 unit decrease	-	LARP4B,DIP2C	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	13119:39:00	36228427	Yuan J
rs74625347-G	1.00E-06	-	NR	-	0.111 unit decrease	-	BIVM-ERCC5,BIVM	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	1713832:34:00	36228427	Yuan J
rs8017893-G	3.00E-06	-	NR	-	0.145 unit decrease	-	MEG8	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	1681832:08:00	36228427	Yuan J
rs111763479-C	5.00E-06	-	NR	-	0.195 unit decrease	-	GZMM	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	9182:49:00	36228427	Yuan J
rs201267160-AAAT	3.00E-07	-	NR	-	0.117 unit decrease	-	U3,RNU6-27P	Response to antidepressants (symptom improvement) in major depressive disorder	depressive symptom measurement,response to antidepressant	major depressive disorder	GCST90244558	283499:08:00	36228427	Yuan J
rs150175932-?	1.00E-07	-	NR	15.22	-	[3.318-69.804]	DCLK2	Response to selective serotonin reuptake inhibitors and depression	unipolar depression,response to selective serotonin reuptake inhibitor,mood disorder	-	GCST003809	2501695:35:00	27622933	Li QS
rs141746753-?	1.00E-06	-	NR	3.2467532	-	[1.84-5.71]	BPNT2,RNU6-13P	Response to selective serotonin reuptake inhibitors and depression	unipolar depression,response to selective serotonin reuptake inhibitor,mood disorder	-	GCST003809	948910:34:00	27622933	Li QS
rs73720034-?	1.00E-06	-	NR	1.256	-	[1.142-1.381]	-	Response to selective serotonin reuptake inhibitors and depression	unipolar depression,response to selective serotonin reuptake inhibitor,mood disorder	-	GCST003809	2096590:15:00	27622933	Li QS
rs6545694-?	2.00E-06	-	NR	1.096	-	[1.056-1.137]	LINC01122	Response to selective serotonin reuptake inhibitors and depression	unipolar depression,response to selective serotonin reuptake inhibitor,mood disorder	-	GCST003809	977015:38:00	27622933	Li QS
rs61519662-?	2.00E-06	-	NR	1.1013216	-	[1.06-1.15]	-	Response to selective serotonin reuptake inhibitors and depression	unipolar depression,response to selective serotonin reuptake inhibitor,mood disorder	-	GCST003809	44945:39:00	27622933	Li QS
rs1994321-?	5.00E-07	-	NR	1.1547344	-	[1.09-1.22]	LINC02547,MICAL2	Non-response to selective serotonin reuptake inhibitors and depression	unipolar depression,response to selective serotonin reuptake inhibitor,mood disorder	-	GCST003808	201107:06:00	27622933	Li QS
rs113378111-?	7.00E-07	-	NR	1.579	-	[1.303-1.912]	TAF1B,RNU4-73P	Non-response to selective serotonin reuptake inhibitors and depression	unipolar depression,response to selective serotonin reuptake inhibitor,mood disorder	-	GCST003808	163135:44:00	27622933	Li QS
rs73788091-?	1.00E-06	-	NR	3.011	-	[2.044-4.437]	FSTL4	Non-response to selective serotonin reuptake inhibitors and depression	unipolar depression,response to selective serotonin reuptake inhibitor,mood disorder	-	GCST003808	2223830:17:00	27622933	Li QS
rs9951011-?	2.00E-06	-	NR	1.1806375	-	[1.1-1.26]	-	Non-response to selective serotonin reuptake inhibitors and depression	unipolar depression,response to selective serotonin reuptake inhibitor,mood disorder	-	GCST003808	1122792:01:00	27622933	Li QS
rs78620960-?	2.00E-06	-	NR	1.2033695	-	[1.12-1.3]	LINC01720	Non-response to selective serotonin reuptake inhibitors and depression	unipolar depression,response to selective serotonin reuptake inhibitor,mood disorder	-	GCST003808	3180207:09:00	27622933	Li QS
rs190544851-?	3.00E-07	-	NR	14.29	-	[3.555-57.454]	LINC01423,ERG	Non-response to antidepressants and depression	unipolar depression,mood disorder,response to antidepressant	-	GCST003812	639362:14:00	27622933	Li QS
rs57043326-?	8.00E-07	-	NR	2.65252	-	[1.69-4.17]	C6orf99	Non-response to antidepressants and depression	unipolar depression,mood disorder,response to antidepressant	-	GCST003812	2648237:41:00	27622933	Li QS
rs12068879-?	1.00E-06	-	NR	2.221	-	[1.667-2.958]	KAZN	Non-response to antidepressants and depression	unipolar depression,mood disorder,response to antidepressant	-	GCST003812	249332:00:00	27622933	Li QS
rs1322281-?	1.00E-06	-	NR	1.242	-	[1.139-1.354]	PTPRD	Non-response to antidepressants and depression	unipolar depression,mood disorder,response to antidepressant	-	GCST003812	176383:05:00	27622933	Li QS
rs13418410-?	2.00E-06	-	NR	1.212	-	[1.121-1.311]	RASGRP3,FAM98A	Non-response to antidepressants and depression	unipolar depression,mood disorder,response to antidepressant	-	GCST003812	559599:12:00	27622933	Li QS
rs34807503-?	5.00E-07	-	NR	1.0905125	-	[1.05-1.13]	SCN8A,SLC4A8	Response to antidepressants and depression	unipolar depression,mood disorder,response to antidepressant	-	GCST003813	858767:50:00	27622933	Li QS
rs2402960-?	8.00E-07	-	NR	1.098901	-	[1.06-1.14]	MIR182,NRF1	Response to antidepressants and depression	unipolar depression,mood disorder,response to antidepressant	-	GCST003813	2162772:34:00	27622933	Li QS
rs200312707-?	1.00E-06	-	NR	1.0881393	-	[1.05-1.13]	CDH8	Response to antidepressants and depression	unipolar depression,mood disorder,response to antidepressant	-	GCST003813	1033878:56:00	27622933	Li QS
rs400736-?	2.00E-06	-	NR	1.0857763	-	[1.05-1.12]	ERRFI1	Response to antidepressants and depression	unipolar depression,mood disorder,response to antidepressant	-	GCST003813	133638:29:00	27622933	Li QS
rs35265457-?	2.00E-06	-	NR	1.508	-	[1.261-1.803]	NDC1	Response to antidepressants and depression	unipolar depression,mood disorder,response to antidepressant	-	GCST003813	896794:26:00	27622933	Li QS
